order_id	quantity	item_name	choice_description	item_price	date
916	1	Steak Bowl	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]	$9.25 	2025-04-20
916	1	Bottled Water		$1.50 	2025-04-20
916	1	Canned Soft Drink	[Coke]	$1.25 	2025-04-20
916	1	Veggie Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 	2025-04-20
916	1	Chips and Tomatillo Red Chili Salsa		$2.95 	2025-04-20
916	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]	$8.75 	2025-04-20
916	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Lettuce]]	$8.75 	2025-04-20
916	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Lettuce]]	$8.75 	2025-04-20
917	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]	$10.98 	2025-06-14
918	1	Chicken Burrito	[Fresh Tomato Salsa, Rice]	$8.75 	2026-01-04
918	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Rice, Cheese]]	$8.75 	2026-01-04
919	1	Chicken Burrito	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-12-31
919	1	Chips		$2.15 	2025-12-31
919	1	Canned Soft Drink	[Sprite]	$1.25 	2025-12-31
920	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 	2025-05-31
921	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-10-18
921	1	Chips		$2.15 	2025-10-18
921	1	Bottled Water		$1.50 	2025-10-18
922	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Cheese, Lettuce, Fajita Vegetables, Rice]]	$8.75 	2025-08-09
922	1	Chips and Tomatillo Green Chili Salsa		$2.95 	2025-08-09
922	1	Canned Soft Drink	[Sprite]	$1.25 	2025-08-09
923	1	Carnitas Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-07-18
923	1	Carnitas Soft Tacos	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-07-18
924	1	Chicken Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-06-02
924	1	Chips and Roasted Chili-Corn Salsa		$2.39 	2025-06-02
925	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$8.75 	2025-02-27
925	1	Chips and Guacamole		$4.45 	2025-02-27
926	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Lettuce]]	$9.25 	2025-06-22
926	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
926	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]	$8.75 	2025-06-22
926	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
926	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Lettuce]]	$9.25 	2025-06-22
926	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
926	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-06-22
926	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 	2025-06-22
926	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Lettuce]]	$8.75 	2025-06-22
926	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
926	1	Chicken Salad Bowl	[Roasted Chili Corn Salsa, [Rice, Sour Cream]]	$8.75 	2025-06-22
926	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-06-22
926	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
926	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream]]	$9.25 	2025-06-22
926	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
926	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Cheese]]	$9.25 	2025-06-22
926	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 	2025-06-22
926	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
926	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Cheese]]	$8.75 	2025-06-22
926	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$9.25 	2025-06-22
926	1	Chicken Burrito	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
926	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]	$9.25 	2025-06-22
926	1	Veggie Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-06-22
927	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-03-23
927	1	Steak Burrito	[Tomatillo-Green Chili Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.99 	2025-03-23
928	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-03-04
928	1	Chips and Tomatillo Red Chili Salsa		$2.95 	2025-03-04
928	1	Canned Soft Drink	[Nestea]	$1.25 	2025-03-04
929	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 	2025-07-22
929	1	Bottled Water		$1.50 	2025-07-22
930	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]	$11.25 	2025-03-14
930	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-03-14
931	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 	2025-05-14
931	1	Bottled Water		$1.50 	2025-05-14
931	1	Chips		$2.15 	2025-05-14
932	2	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies]]	$16.98 	2025-06-25
933	1	Steak Bowl	[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole]]	$11.75 	2025-03-29
933	1	Bottled Water		$1.50 	2025-03-29
934	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2026-01-25
934	2	Chips		$4.30 	2026-01-25
934	1	Bottled Water		$1.50 	2026-01-25
935	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]	$8.75 	2025-02-21
935	1	Chips and Roasted Chili Corn Salsa		$2.95 	2025-02-21
935	1	Canned Soft Drink	[Nestea]	$1.25 	2025-02-21
936	1	Canned Soft Drink	[Coke]	$1.25 	2025-07-01
936	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]	$9.25 	2025-07-01
936	1	Chips and Guacamole		$4.45 	2025-07-01
937	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-05-30
937	1	Chicken Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-05-30
937	1	Chips and Guacamole		$4.45 	2025-05-30
938	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]	$8.75 	2025-09-01
938	1	Chips		$2.15 	2025-09-01
938	1	Canned Soft Drink	[Sprite]	$1.25 	2025-09-01
939	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole, Lettuce]]	$10.98 	2026-01-26
939	1	Side of Chips		$1.69 	2026-01-26
940	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 	2025-02-10
940	1	Canned Soft Drink	[Coke]	$1.25 	2025-02-10
940	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]	$8.75 	2025-02-10
940	1	Canned Soft Drink	[Coke]	$1.25 	2025-02-10
941	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-01-13
941	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-01-13
941	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-01-13
942	1	Chicken Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream]]	$8.49 	2025-04-11
942	1	Side of Chips		$1.69 	2025-04-11
943	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-03-25
943	1	Steak Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-03-25
944	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-11-07
944	1	Chips and Roasted Chili-Corn Salsa		$2.39 	2025-11-07
945	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]	$9.25 	2025-07-15
945	1	Chips and Roasted Chili Corn Salsa		$2.95 	2025-07-15
945	1	6 Pack Soft Drink	[Sprite]	$6.49 	2025-07-15
945	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, Cheese]	$8.75 	2025-07-15
946	1	Veggie Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 	2025-05-29
946	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]	$9.25 	2025-05-29
946	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]	$8.75 	2025-05-29
947	2	Nantucket Nectar	[Peach Orange]	$6.78 	2025-12-29
947	2	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Lettuce]]	$17.98 	2025-12-29
947	1	Nantucket Nectar	[Apple]	$3.39 	2025-12-29
948	1	Carnitas Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-02-02
948	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 	2025-02-02
948	1	Veggie Soft Tacos	[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Pinto Beans, Cheese, Lettuce]]	$8.75 	2025-02-02
949	1	Chips and Guacamole		$4.45 	2026-01-15
949	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce, Guacamole]]	$11.75 	2026-01-15
949	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Sour Cream, Cheese, Lettuce]]	$9.25 	2026-01-15
949	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese]]	$8.75 	2026-01-15
949	1	6 Pack Soft Drink	[Coke]	$6.49 	2026-01-15
950	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.99 	2025-11-11
950	1	Chips and Fresh Tomato Salsa		$2.39 	2025-11-11
951	1	Veggie Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce]]	$8.75 	2025-12-02
951	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$11.25 	2025-12-02
952	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.75 	2025-07-20
952	1	Chips and Guacamole		$4.45 	2025-07-20
952	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-07-20
952	1	Chips		$2.15 	2025-07-20
953	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]	$9.25 	2025-06-17
953	1	Barbacoa Bowl	[Roasted Chili Corn Salsa, [Cheese, Lettuce]]	$9.25 	2025-06-17
953	1	Barbacoa Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-06-17
953	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Guacamole]]	$11.89 	2025-06-17
953	1	Steak Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole]]	$11.75 	2025-06-17
953	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole]]	$11.25 	2025-06-17
953	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]	$9.25 	2025-06-17
953	1	Steak Burrito	[Tomatillo Red Chili Salsa, [Rice, Lettuce]]	$9.25 	2025-06-17
954	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-01-21
954	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-01-21
955	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]	$8.49 	2025-01-02
955	1	Side of Chips		$1.69 	2025-01-02
955	1	Bottled Water		$1.09 	2025-01-02
956	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.25 	2025-10-23
956	1	Bottled Water		$1.50 	2025-10-23
957	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-08-14
957	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-08-14
958	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.75 	2025-02-23
958	1	Bottled Water		$1.50 	2025-02-23
959	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Cheese, Lettuce]]	$8.49 	2025-08-15
959	1	Steak Crispy Tacos	[Tomatillo-Red Chili Salsa (Hot), [Cheese, Lettuce]]	$8.99 	2025-08-15
960	2	Chicken Salad Bowl	[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]	$22.50 	2025-12-17
961	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice]]	$8.75 	2025-09-19
961	2	Chips		$4.30 	2025-09-19
962	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, Fajita Vegetables]	$8.75 	2025-09-29
962	1	Chicken Salad Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]	$11.25 	2025-09-29
962	1	Chips		$2.15 	2025-09-29
963	1	Veggie Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-08-04
963	1	Chips and Tomatillo Red Chili Salsa		$2.95 	2025-08-04
964	1	Chips and Guacamole		$4.45 	2025-10-01
964	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-10-01
965	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Lettuce]]	$8.49 	2025-07-26
965	1	Nantucket Nectar	[Pomegranate Cherry]	$3.39 	2025-07-26
965	1	Chips and Fresh Tomato Salsa		$2.39 	2025-07-26
966	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]	$11.75 	2025-03-09
966	1	Chips		$2.15 	2025-03-09
966	1	Barbacoa Soft Tacos	[Roasted Chili Corn Salsa, [Cheese, Sour Cream, Guacamole]]	$11.75 	2025-03-09
967	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.99 	2025-03-22
967	1	Chips and Fresh Tomato Salsa		$2.39 	2025-03-22
968	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]	$8.75 	2025-05-23
968	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-05-23
969	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.89 	2025-11-04
969	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-11-04
970	5	Bottled Water		$7.50 	2026-01-26
970	1	Barbacoa Salad Bowl	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]	$11.89 	2026-01-26
971	1	Canned Soda	[Coca Cola]	$1.09 	2025-01-22
971	1	Veggie Bowl	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.49 	2025-01-22
971	1	Chips and Fresh Tomato Salsa		$2.39 	2025-01-22
972	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 	2025-09-03
972	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 	2025-09-03
972	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]	$8.75 	2025-09-03
973	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-11-07
973	1	Steak Soft Tacos	[Tomatillo Red Chili Salsa, [Cheese, Sour Cream]]	$9.25 	2025-11-07
973	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]	$11.25 	2025-11-07
973	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]	$8.75 	2025-11-07
973	2	Chips and Guacamole		$8.90 	2025-11-07
974	1	Carnitas Burrito	[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-11-30
974	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]	$8.75 	2025-11-30
975	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-01-31
975	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-01-31
975	2	Bottled Water		$3.00 	2025-01-31
976	1	Bottled Water		$1.50 	2025-11-15
976	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$11.25 	2025-11-15
976	1	Steak Crispy Tacos	[Fresh Tomato Salsa, [Cheese, Guacamole]]	$11.75 	2025-11-15
977	1	Barbacoa Burrito	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Lettuce]]	$8.99 	2025-01-09
977	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Sour Cream, Guacamole]]	$10.98 	2025-01-09
978	1	Chips and Guacamole		$4.45 	2025-10-22
978	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Cheese, Sour Cream]]	$8.75 	2025-10-22
978	1	Chips		$2.15 	2025-10-22
979	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-06-16
979	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-06-16
979	1	Chips and Guacamole		$4.45 	2025-06-16
980	1	Side of Chips		$1.69 	2025-09-29
980	1	Veggie Bowl	[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Guacamole, Lettuce]]	$10.98 	2025-09-29
981	1	Steak Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-09-20
981	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-09-20
982	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-05-31
982	1	Chips and Guacamole		$4.45 	2025-05-31
983	1	Chicken Bowl	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]	$10.98 	2025-10-19
983	1	Chips and Guacamole		$3.99 	2025-10-19
983	1	Chicken Bowl	[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-10-19
984	1	Canned Soft Drink	[Coke]	$1.25 	2025-01-30
984	1	Steak Burrito	[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Lettuce]]	$9.25 	2025-01-30
984	1	Chips and Guacamole		$4.45 	2025-01-30
985	1	Veggie Burrito	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce]]	$10.98 	2025-03-27
986	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-10-05
986	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]	$8.75 	2025-10-05
987	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Lettuce, Guacamole, Sour Cream, Cheese, Fajita Vegetables, Rice]]	$11.75 	2026-01-09
987	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Guacamole, Sour Cream, Rice, Fajita Vegetables, Lettuce]]	$11.25 	2026-01-09
988	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Lettuce]]	$8.49 	2025-08-11
988	1	Carnitas Bowl	[[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Pinto Beans, Cheese, Guacamole, Lettuce]]	$11.48 	2025-08-11
989	1	Chips and Guacamole		$4.45 	2025-12-05
989	1	Canned Soft Drink	[Diet Coke]	$1.25 	2025-12-05
989	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]	$11.25 	2025-12-05
990	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]	$8.99 	2025-12-05
990	1	Canned Soda	[Coca Cola]	$1.09 	2025-12-05
990	1	Chips and Fresh Tomato Salsa		$2.39 	2025-12-05
991	1	Chicken Bowl	[Fresh Tomato Salsa, [Guacamole, Cheese, Sour Cream, Fajita Vegetables, Rice]]	$11.25 	2025-04-16
991	1	Chips		$2.15 	2025-04-16
992	1	Chicken Bowl	[Fresh Tomato Salsa, Cheese]	$8.75 	2025-12-26
992	1	Chips and Guacamole		$4.45 	2025-12-26
993	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Cheese, Lettuce]]	$8.49 	2025-11-28
993	1	Side of Chips		$1.69 	2025-11-28
994	1	Chicken Burrito	[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole, Lettuce]]	$10.98 	2025-09-25
994	1	Side of Chips		$1.69 	2025-09-25
995	1	Steak Burrito	[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-04-06
995	1	Chips and Guacamole		$4.45 	2025-04-06
995	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]	$11.25 	2025-04-06
996	1	Chicken Soft Tacos	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Lettuce]]	$8.75 	2025-08-26
996	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-08-26
996	1	Steak Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]	$11.75 	2025-08-26
996	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-08-26
997	2	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]	$22.50 	2025-10-14
998	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]	$8.49 	2025-11-07
998	1	Chips and Fresh Tomato Salsa		$2.39 	2025-11-07
999	2	Canned Soft Drink	[Sprite]	$2.50 	2025-11-08
999	1	Chicken Soft Tacos	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]	$8.75 	2025-11-08
999	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]	$8.75 	2025-11-08
999	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]	$9.25 	2025-11-08
1000	1	Barbacoa Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]	$9.25 	2025-09-07
1000	1	Chicken Bowl	[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]	$11.25 	2025-09-07
